House_Name,Location,Municipality,House_type,Release_form,Rooms,Floor,Total_no_Floors,Lift,Balcony,Living_area,Plot_area,Other_area,Built_on,Charge,Operating_cost,Sold_date,Starting_price,Price_Change,Final_Price
"Södra Stallbacken 6",HisingsKärra,Göteborg,Lägenhet,Bostadsrätt,4,0,0,No,No,103,0,0,2011-present,12000.00,6360.00,2024-05-29,3.50,0.31,3.19
"Ahlsellvägen 6",Hjorthagen,Stockholm,Lägenhet,Bostadsrätt,1,0,0,No,No,24,0,0,2011-present,7600.00,6360.00,2024-05-29,2.25,0.42,1.84
"Knutsborg 8B",Knutsborg,Staffanstorp,Lägenhet,Bostadsrätt,2,1,2,No,No,66,0,0,1951-2000,5287.00,4800.00,2024-05-29,1.60,-0.04,1.64
"Tant Bruns väg 99",Bohuslän,Uddevall,Lägenhet,Bostadsrätt,3,2,2,No,Yes,78,0,0,1951-2000,5005.00,2062.00,2024-05-29,1.00,-0.08,1.07
"Orgelgatan 13",Kapellgärdet,Uppsal,Lägenhet,Bostadsrätt,3,1,6,Yes,No,79,0,0,2011-present,5204.00,7200.00,2024-05-29,2.95,-0.05,3.00
"Slättåkragränd 18",Östbergahöjden,Stockholm,Lägenhet,Bostadsrätt,4,0,3,Yes,Yes,95,0,0,1951-2000,5827.00,4200.00,2024-05-29,2.95,0.15,2.80
"Änghögsgatan 56",Änghög,Trelleborg,Lägenhet,Bostadsrätt,5,0,0,No,No,121,0,0,2011-present,36000.00,6360.00,2024-05-29,2.30,-0.05,2.34
"Nöbbelövs torg 3",Nöbbelöv,Lund,Lägenhet,Bostadsrätt,3,1,6,Yes,No,69.4,0,0,2011-present,3632.00,6360.00,2024-05-28,2.40,-0.15,2.54
"Kaptensgatan 15A",Östermalm,Stockholm,Lägenhet,Bostadsrätt,2,0,3,No,Yes,50,0,0,"Before 1900s",2465.00,9000.00,2024-05-28,6.65,0.25,6.40
"Lövkojsgränd 9",HässelbyNorraVillastad,Stockholm,Lägenhet,Bostadsrätt,2,0,0,No,No,49,0,0,2011-present,6000.00,6360.00,2024-05-28,1.80,0.00,1.80
"Vetenskapsvägen 3",Silverdal,Sollentun,Lägenhet,Bostadsrätt,2,0,0,No,No,62.5,0,0,2011-present,8328.00,6360.00,2024-05-28,3.10,-0.05,3.14
"Bergsgatan 35C",Frösön,Östersund,Lägenhet,Bostadsrätt,3,2,2,No,Yes,67.5,0,0,1951-2000,4760.00,8400.00,2024-05-28,1.50,0.03,1.47
"Vikhems bygata 99",Vikhem,Staffanstorp,Lägenhet,Bostadsrätt,4,1,3,Yes,No,77.1,0,0,2011-present,4101.00,10200.00,2024-05-28,2.40,-0.05,2.44
"Maj På Malös gata 34",Eriksberg,Göteborg,Lägenhet,Bostadsrätt,3,1,4,Yes,Yes,93,0,0,2001-2010,5874.00,8600.00,2024-05-28,4.00,0.11,3.89
"Rudeboksvägen 850",Gunnesbo,Lund,Lägenhet,Bostadsrätt,2,1,2,No,No,68,0,0,1951-2000,3604.00,8280.00,2024-05-28,2.50,0.01,2.49
"Rudeboksvägen 850",Gunnesbo,Lund,Lägenhet,Bostadsrätt,2,1,2,No,No,68,0,0,1951-2000,3604.00,8280.00,2024-05-28,2.50,0.01,2.49
"Malmövägen 139",Granloholm,Sundsvall,Lägenhet,Bostadsrätt,2,0,0,No,No,63.5,0,0,2011-present,2594.00,6360.00,2024-05-28,0.90,0.07,0.83
"Gräddgatan 7",Kallebäck,Göteborg,Lägenhet,Bostadsrätt,2,1,14,Yes,No,59,0,0,2011-present,4535.00,12120.00,2024-05-28,2.65,-0.05,2.70
"Enighetens väg 63",Bergavik,Kalma,Lägenhet,Bostadsrätt,2,1,3,Yes,No,64,0,0,1951-2000,4691.00,5520.00,2024-05-28,1.50,0.00,1.50
"Vemdalsskalet Källvägen 10B",Vemdalsskalet,Härjedalen,Lägenhet,Bostadsrätt,4,1,2,No,No,76,0,0,2011-present,3237.00,12000.00,2024-05-28,2.75,0.48,2.28
"Drottninggatan 112B",Vasastan/Norrmalm,Stockholm,Lägenhet,Bostadsrätt,2,1,6,Yes,Yes,58,0,0,"Before 1900s",1969.00,5400.00,2024-05-28,5.95,0.25,5.70
"Skolrådsvägen 84",Vendelsömalm,Haning,Lägenhet,Bostadsrätt,3,1,2,No,No,55.5,0,0,1951-2000,4431.00,19800.00,2024-05-28,2.40,0.00,2.40
"Linnégatan 37",Linnéstaden,Göteborg,Lägenhet,Bostadsrätt,3,2,6,No,No,70,0,0,1900-1950,4381.00,3600.00,2024-05-28,4.90,0.41,4.49
"Hålefinas väg 14",Arvidstorp,Falkenberg,Lägenhet,Bostadsrätt,3,2,2,No,Yes,89,0,0,1951-2000,4221.00,30852.00,2024-05-28,1.00,0.00,1.00
"John Engellaus gata 12",VästraMunktellstaden,Eskilstun,Lägenhet,Bostadsrätt,2,3,4,Yes,Yes,73,0,0,2011-present,5356.00,6600.00,2024-05-28,3.15,-0.15,3.30
"Olov Hartmans väg 35",CentralaSigtuna,Sigtun,Lägenhet,Bostadsrätt,2,0,3,Yes,No,67,0,0,2001-2010,5793.00,4717.00,2024-05-28,2.50,0.10,2.40
"Gjutargatan 4A",Kungsholmen,Stockholm,Lägenhet,Bostadsrätt,1,0,0,No,No,38,0,0,2011-present,4900.00,6360.00,2024-05-28,3.30,0.14,3.16
"Solhöjdsgatan 19",Varvsstaden,Malm,Lägenhet,Bostadsrätt,3,1,11,Yes,No,86,0,0,2011-present,6032.00,6360.00,2024-05-28,4.30,-0.12,4.42
"Trädgårdsvägen 10F",Lindholmen,Vallentun,Lägenhet,Bostadsrätt,3,2,2,No,No,71,0,0,1951-2000,4869.00,18000.00,2024-05-28,2.48,-0.08,2.55
"Övre Buråsliden 14",Johanneberg,Göteborg,Lägenhet,Bostadsrätt,4,1,3,No,Yes,106,0,0,1900-1950,5080.00,6960.00,2024-05-28,5.25,0.35,4.90
"Rustmästaregatan 25",Kviberg,Göteborg,Lägenhet,Bostadsrätt,4,1,5,Yes,No,109,0,0,2011-present,6295.00,7728.00,2024-05-28,4.39,0.00,4.39
"Fjällbyvägen 20, lgh 320",ÅreBy,År,Lägenhet,Bostadsrätt,1,1,2,No,No,29,0,0,1951-2000,2701.00,6360.00,2024-05-28,1.95,0.00,1.95
"Torggatan 4B, 3tr",Saltsjöbaden,Nack,Lägenhet,Bostadsrätt,2,3,4,Yes,Yes,67,0,0,1951-2000,6082.00,3000.00,2024-05-27,2.00,-0.20,2.19
"Lavettgatan 7",Marstrand,Kungälv,Lägenhet,Bostadsrätt,3,1,2,No,No,83,0,0,2011-present,4500.00,6360.00,2024-05-27,6.99,0.76,6.23
"Dragonvägen 82",Centralt,UpplandsVäsb,Lägenhet,Bostadsrätt,1,5,5,Yes,Yes,34.5,0,0,2011-present,2331.00,3240.00,2024-05-27,1.50,0.00,1.50
"Löpargränd 15",Mariefred,Strängnä,Lägenhet,Bostadsrätt,3,1,3,No,No,62,0,0,2011-present,5019.00,7476.00,2024-05-27,2.40,0.00,2.40
"Villagatan 34 B",CentraltÖrnsköldsvik,Örnsköldsvik,Lägenhet,Bostadsrätt,2,2,3,No,Yes,57.1,0,0,1900-1950,3506.00,4760.00,2024-05-27,1.10,0.10,1.00
"Vindragarvägen 11B, nb",Reimersholme,Stockholm,Lägenhet,Bostadsrätt,4,1,2,Yes,No,92,0,0,1900-1950,5417.00,14566.00,2024-05-27,9.00,2.61,6.39
"Liljeholmstorget 20B, 1tr",Liljeholmen,Stockholm,Lägenhet,Bostadsrätt,2,1,6,Yes,Yes,66,0,0,2001-2010,3652.00,6360.00,2024-05-27,4.30,0.33,3.97
"Maja-Lisa Grönbergs väg 9D",Skegrie,Trelleborg,Lägenhet,Bostadsrätt,3,1,3,Yes,No,72,0,0,2011-present,5926.00,6600.00,2024-05-27,1.70,0.01,1.69
"Solviksbacken 4",Frufällan,Borå,Villa,Äganderätt,6,0,0,No,No,281,0,45,2011-present,2594.00,62817.00,2024-06-02,13.50,-2.50,16.00
"Ed Ekehill 1",Bor,Värnam,Villa,Äganderätt,3,0,0,No,No,90,0,17,1951-2000,2594.00,49950.00,2024-06-02,1.80,0.46,1.34
"Brahegatan 29",Bromölla,Bromöll,Villa,Äganderätt,4,0,0,No,No,122,0,81,1951-2000,2594.00,58628.00,2024-06-02,2.50,-0.30,2.79
"Bastalidsvägen 18",Eketånga,Halmstad,Villa,Äganderätt,4,0,0,No,No,142,784,142,1951-2000,2594.00,37012.00,2024-06-02,7.40,0.00,7.40
"Strömpromenaden 22",Ekenäs,Motal,Villa,Äganderätt,5,0,0,No,No,134,756,63,1951-2000,2594.00,30000.00,2024-06-02,2.80,0.00,2.80
"Skattmästarvägen 2",Enskededalen,Stockholm,Villa,Äganderätt,6,0,0,No,No,128,619,56,1900-1950,2594.00,76959.00,2024-06-02,9.85,0.38,9.48
"Nyponvägen 280",Peterslund,Oxelösund,Villa,Äganderätt,7,0,0,No,No,138,881,138,1951-2000,2594.00,62152.00,2024-06-02,3.50,0.00,3.50
"Holmtorpsvägen 23",GamlaMälarbadenSödermanland,Eskilstun,Villa,Äganderätt,6,0,0,No,No,167,0,78,1951-2000,2594.00,25522.00,2024-06-02,14.98,-0.73,15.70
"Nävgatan 5",Hagalund,Borläng,Villa,Äganderätt,3,0,0,No,No,88,870,48,1900-1950,2594.00,32963.00,2024-06-02,1.50,-0.30,1.79
"Rödeviksvägen 32",Smarholmen,Kungsback,Villa,Äganderätt,8,0,0,No,No,212,0,162,1951-2000,2594.00,55790.00,2024-06-02,7.75,-0.45,8.20
"Borgmästaregatan 24",CentralaYstad,Ystad,Villa,Äganderätt,3,0,0,No,No,80,129,30,1900-1950,2594.00,47907.00,2024-06-02,4.00,-0.37,4.37
"Upplandsgatan 2",Öster,Åstorp,Villa,Äganderätt,6,0,0,No,No,135,583,18,1951-2000,2594.00,61565.00,2024-06-02,2.50,0.00,2.50
"Lospånga byväg 16",Lospånga,Västerå,Villa,Äganderätt,5,0,0,No,No,130,0,30,1951-2000,2594.00,54253.00,2024-06-02,3.80,-0.08,3.87
"Krågarp 27",Skivarp,Skurup,Villa,Äganderätt,4,0,0,No,No,98,1.7,5,"Before 1900s",2594.00,9273.00,2024-06-02,1.70,1.11,0.59
"TEGELVÄGEN 9",Holmeja,Svedal,Villa,Äganderätt,6,0,0,No,No,108,0,133,1951-2000,2594.00,25873.00,2024-06-01,2.95,-0.20,3.15
"LÄNSMANSVÄGEN 28",AGGARPSMÖLLA,Svedal,Villa,Äganderätt,8,0,0,No,No,118,900,82,1951-2000,2594.00,39955.00,2024-06-01,4.45,0.35,4.10
"Tjädervägen 2",Haverdal,Halmstad,Villa,Äganderätt,4,0,0,No,No,78,877,8,1951-2000,2594.00,33075.00,2024-06-01,3.25,-0.10,3.35
"Lundagatan 2",TrosaCentralt,Tros,Villa,Äganderätt,5,0,0,No,No,104,958,50,2011-present,2594.00,61590.00,2024-06-01,6.90,0.00,6.90
"Brudvalsvägen 5",Hovhult,Uddevall,Villa,Äganderätt,5,0,0,No,No,117,416,35,1951-2000,2594.00,42500.00,2024-06-01,2.20,-0.20,2.39
"Landshövdingevägen 18",Centrum,Ängelholm,Villa,Äganderätt,7,0,0,No,No,188,0,135,1900-1950,2594.00,50384.00,2024-06-01,5.45,-0.10,5.55
"Lindvägen 2",Brösarp,Tomelill,Villa,Äganderätt,5,0,0,No,No,170,910,50,2001-2010,2594.00,49028.00,2024-06-01,3.50,0.05,3.45
"GUSTAV ÖSTERLINS VÄG 13",Centrumnära,Svedal,Villa,Äganderätt,8,0,0,No,No,239,855,52,1951-2000,2594.00,49666.00,2024-06-01,4.95,0.55,4.40
"Ope 111",Ope,Östersund,Villa,Äganderätt,5,0,0,No,No,132,0,64,1900-1950,2594.00,56617.00,2024-06-01,3.00,-0.30,3.29
"Tullare hög 5",HisingsKärra,Göteborg,Villa,Äganderätt,3,0,0,No,No,60,0,2,1951-2000,2594.00,18554.00,2024-06-01,3.60,-0.30,3.89
"Egilsvägen 2B",Edsviken,Sollentun,Villa,Äganderätt,6,0,0,No,No,150,0,80,1900-1950,2594.00,47313.00,2024-06-01,12.50,-0.40,12.89
"Stehags by 2",Stehag,Eslöv,Villa,Äganderätt,3,0,0,No,No,90,798,19,1900-1950,2594.00,38874.00,2024-06-01,1.50,0.16,1.34
"Jägersrovägen 28",VästraKattarp/Hindby,Malm,Villa,Äganderätt,4,0,0,No,No,105,789,70,1900-1950,2594.00,48175.00,2024-06-01,4.20,0.11,4.09
"Västra Fällgatevägen 9",Oxhalsö/VästraFällgate,Norrtälj,Villa,Äganderätt,4,0,0,No,No,73,0,10,1951-2000,2594.00,18100.00,2024-05-31,2.58,0.28,2.30
"Yxstabacken 609B",Yxstabacken,Örebr,Villa,Äganderätt,6,0,0,No,No,165,0,60,2001-2010,2594.00,49327.00,2024-05-31,5.75,0.25,5.50
"Nämndemansgatan 12",Dingtuna,Västerå,Villa,Äganderätt,3,0,0,No,No,80,928,80,1951-2000,2594.00,41238.00,2024-05-31,2.80,0.41,2.39
"Vitmossegatan 3",Södermalm,Mölndal,Villa,Äganderätt,5,0,0,No,No,123,0,4,1900-1950,2594.00,31365.00,2024-05-31,6.00,1.86,4.14
"Tomholmsstigen 33",Gammelstad,Lule,Villa,Äganderätt,5,0,0,No,No,172,766,32,1951-2000,2594.00,41460.00,2024-05-31,5.30,0.01,5.29
"Dalagatan 3",Östermalm,Lule,Villa,Äganderätt,4,0,0,No,No,106,596,56,1900-1950,2594.00,44058.00,2024-05-31,4.20,-0.55,4.74
"Kronoparksvägen 32",Ivetofta,Bromöll,Villa,Äganderätt,5,0,0,No,No,131,0,6,1951-2000,2594.00,33824.00,2024-05-31,2.70,-0.05,2.74
"Lavretsvägen 39",Uttran,Botkyrk,Villa,Äganderätt,4,0,0,No,No,116,0,734,1951-2000,2594.00,46514.00,2024-05-31,3.80,0.46,3.34
"Hagelstigen 22",MoröBacke,Skellefte,Villa,Äganderätt,5,0,0,No,No,122,900,34,1951-2000,2594.00,43398.00,2024-05-31,3.00,0.31,2.69
"Häggebo Toppen 2",ÖstraRyd,Valdemarsvik,Villa,Äganderätt,4,0,0,No,No,94,0,0,1951-2000,2594.00,20963.00,2024-05-31,1.80,0.00,1.80
"Ormavägen 1",Kullavik,Kungsback,Villa,Äganderätt,2,0,0,No,No,105,0,17,1951-2000,2594.00,43314.00,2024-05-31,5.90,0.45,5.45
"Uranusvägen 7",Vä,Kristianstad,Villa,Äganderätt,5,0,0,No,No,148,0,899,1951-2000,2594.00,49963.00,2024-05-31,3.95,0.00,3.95
"Knutsvägen 7",Osby,Osb,Villa,Äganderätt,6,0,0,No,No,169,0,835,1951-2000,2594.00,40256.00,2024-05-31,1.30,-0.07,1.36
"Högåkersvägen 8",SkånesViby,Kristianstad,Villa,Äganderätt,5,0,0,No,No,94,0,94,1951-2000,2594.00,30185.00,2024-05-31,1.50,-0.10,1.59
"Gärdesvägen 8",Vintrosa,Örebr,Villa,Äganderätt,4,0,0,No,No,80,0,15,1900-1950,2594.00,35426.00,2024-05-31,2.49,-0.14,2.63
"Sillerudsgatan 2",Lorensberg,Karlstad,Villa,Äganderätt,7,0,0,No,No,187,814,51,1951-2000,2594.00,44454.00,2024-05-31,3.80,0.04,3.76
"Truedstorp norra 35",Ekeby,Bjuv,Villa,Äganderätt,3,0,0,No,No,105,715,72,1900-1950,2594.00,49916.00,2024-05-31,1.50,-0.20,1.70
"Froarpsvägen 29",Asarum,Karlshamn,Villa,Äganderätt,4,0,0,No,No,80,0,62,1900-1950,2594.00,43337.00,2024-05-31,1.20,0.28,0.92
"Högvägen 22",Östanå,Sandviken,Villa,Äganderätt,5,0,0,No,No,116,0,50,1900-1950,2594.00,56389.00,2024-05-31,2.08,0.00,2.08
"Parkvägen 9",ÅkersStyckebruk,Strängnä,Villa,Äganderätt,6,0,0,No,No,103,570,103,1951-2000,2594.00,42600.00,2024-05-31,2.50,-0.10,2.60
"Högåsgatan 15",Annelund,Säffl,Villa,Äganderätt,6,0,0,No,No,124,0,37,1900-1950,2594.00,57595.00,2024-05-31,1.80,0.01,1.79
"Barrskogsvägen 20",Vikingstad,Linköping,Villa,Äganderätt,4,0,0,No,No,90,0,90,1951-2000,2594.00,30500.00,2024-05-31,2.20,0.36,1.84
"Jon Jespersgatan 14",GrästorpsTätort,Grästorp,Villa,Äganderätt,5,0,0,No,No,101,0,66,1951-2000,2594.00,36700.00,2024-05-31,1.63,0.18,1.45
"Tulpanvägen 7",Tyresö,Tyres,Villa,Äganderätt,6,0,0,No,No,139,0,60,1951-2000,2594.00,58799.00,2024-05-31,5.90,1.11,4.79
"Kvarnvägen 9",Kyrkhult,Olofström,Villa,Äganderätt,5,0,0,No,No,140,738,21,1951-2000,2594.00,29575.00,2024-05-31,0.85,-0.20,1.05
"Valnötsvägen 6",Brogård,Halmstad,Villa,Äganderätt,7,0,0,No,No,176,708,32,1951-2000,2594.00,37576.00,2024-05-31,4.60,0.31,4.29
"Kungsleden 17",Stidsvig,Klippan,Villa,Äganderätt,6,0,0,No,No,140,0,45,1951-2000,2594.00,51720.00,2024-05-31,3.00,0.00,3.00
"Lärkvägen 3",Äng,Nässj,Villa,Äganderätt,4,0,0,No,No,107,0,50,1951-2000,2594.00,42056.00,2024-05-31,1.55,-0.08,1.63
"Stöcksjö tallskogsväg 4",Stöcksjö,Ume,Villa,Äganderätt,4,0,0,No,No,98,0,55,2011-present,2594.00,45636.00,2024-05-31,4.30,0.21,4.09
"Gärdesvägen 32",Lövboås,Hallstahammar,Villa,Tomträtt,5,0,0,No,No,90,550,30,1951-2000,2594.00,34848.00,2024-05-31,2.30,0.33,1.97
"Hällgumsgatan 3",Kramfors,Kramfor,Villa,Äganderätt,3,0,0,No,No,68,0,68,1900-1950,2594.00,32849.00,2024-05-31,0.70,0.05,0.65
"Lindvägen 4",Järbo,Sandviken,Villa,Äganderätt,3,0,0,No,No,91,0,91,1951-2000,2594.00,37009.00,2024-05-31,1.35,0.00,1.35
"Furuvägen 5",Tulemarken,Sundbyberg,Villa,Äganderätt,7,0,0,No,No,187,850,9,1900-1950,2594.00,39100.00,2024-05-31,13.90,0.00,13.90
"Västergatan 10",Getinge,Halmstad,Villa,Äganderätt,5,0,0,No,No,140,0,43,1951-2000,2594.00,36553.00,2024-05-31,1.98,0.20,1.78
"Skrivarens väg 24",VästraStenåsen,Kil,Villa,Äganderätt,4,0,0,No,No,124,411,26,1951-2000,2594.00,48718.00,2024-05-31,1.38,0.08,1.30
"Skolgatan 17",Trollsjöområdet,Eslöv,Villa,Äganderätt,7,0,0,No,No,172,0,140,1951-2000,2594.00,54765.00,2024-05-31,5.00,0.46,4.54
"Tvillingvägen 11",ÖhmansHage,Smedjebacken,Villa,Äganderätt,7,0,0,No,No,199,0,96,1951-2000,2594.00,51747.00,2024-05-31,1.78,0.03,1.75
"Tallvägen 63",Sofiehem,Ume,Villa,Äganderätt,6,0,0,No,No,160,0,20,1900-1950,2594.00,36220.00,2024-05-31,3.98,0.55,3.43
"Solhemsbackarna 79",SpångaSolhöjden,Stockholm,Villa,Äganderätt,7,0,0,No,No,129,776,67,1900-1950,2594.00,54993.00,2024-05-31,5.50,-0.47,5.97
"Kälsta 171",Stöde,Sundsvall,Villa,Äganderätt,2,0,0,No,No,54,1.3,13,1900-1950,2594.00,44941.00,2024-05-31,0.35,0.08,0.27
"Dalagatan 17",Centrum.,Smedjebacken,Villa,Äganderätt,3,0,0,No,No,99,959,71,1900-1950,2594.00,60803.00,2024-05-31,1.25,-0.05,1.30
"Vattugatan 7B",SödraSandby,Lund,Villa,Äganderätt,8,0,0,No,No,171,502,20,1951-2000,2594.00,41600.00,2024-05-31,4.80,0.05,4.75
"Mossebogatan 7",Villastaden,Borå,Villa,Äganderätt,7,0,0,No,No,202,752,75,1900-1950,2594.00,56884.00,2024-05-31,7.50,-0.65,8.14
"Ölsta backe 10",Steningehöjden/Ölsta,Sigtun,Villa,Äganderätt,6,0,0,No,No,153,0,992,2001-2010,2594.00,48818.00,2024-05-31,5.40,-0.05,5.44
"Fällersta 314",Almbro,Örebr,Villa,Äganderätt,4,0,0,No,No,132,0,24,1900-1950,2594.00,52358.00,2024-05-31,4.00,0.70,3.30
"Storgårdsgatan 7",Lundby,Mjölb,Villa,Äganderätt,5,0,0,No,No,80,736,80,1951-2000,2594.00,40350.00,2024-05-31,2.80,-0.32,3.12
"Hammargatan 14",Delsbo,Hudiksvall,Villa,Äganderätt,5,0,0,No,No,142,945,10,1951-2000,2594.00,33948.00,2024-05-31,1.70,-0.10,1.79
"Fridhemsvägen 4",Centrum,Ång,Villa,Äganderätt,8,0,0,No,No,265,0,192,1900-1950,2594.00,64241.00,2024-05-31,2.65,-0.25,2.90
"Skredsviks Backa 101",Skredsviks,Uddevall,Villa,Äganderätt,5,0,0,No,No,95,0,79,1900-1950,2594.00,29319.00,2024-05-31,3.60,0.01,3.59
"Gullvivebacken 5",Ekhagen,Jönköping,Villa,Äganderätt,6,0,0,No,No,165,740,75,1951-2000,2594.00,47745.00,2024-05-31,4.60,0.13,4.47
"Lyckogången 3",Hulta,Borå,Villa,Tomträtt,5,0,0,No,No,88,521,88,1951-2000,2594.00,46152.00,2024-05-31,2.40,0.12,2.28
"Österrikevägen 7-0",StoraBeddinge/Skateholm,Trelleborg,Villa,Äganderätt,5,0,0,No,No,115,700,14,1900-1950,2594.00,31350.00,2024-05-31,3.00,0.31,2.69
"Grönegatan 1A",Ödåkra,Helsingborg,Villa,Äganderätt,5,0,0,No,No,149,0,612,1951-2000,2594.00,37514.00,2024-05-31,3.10,-0.15,3.25
"Kapellevägen 64",Kapelle,Uddevall,Villa,Äganderätt,5,0,0,No,No,91,590,81,1900-1950,2594.00,39615.00,2024-05-31,3.95,0.06,3.89
"Amanuensgatan 4",Glömsta,Eskilstun,Villa,Äganderätt,6,0,0,No,No,140,0,408,1951-2000,2594.00,47842.00,2024-05-31,3.60,0.00,3.60
"Furuvägen 4",Nora,Danderyd,Villa,Äganderätt,10,0,0,No,No,191,650,120,1951-2000,2594.00,46650.00,2024-05-31,15.95,-0.65,16.60
"Krokgatan 3",Strömnäs,Pite,Villa,Äganderätt,5,0,0,No,No,114,0,114,1951-2000,2594.00,43253.00,2024-05-31,1.65,0.58,1.07
"Wilhelm Wibergs gata 112",Klockaretorpet,Norrköping,Villa,Tomträtt,5,0,0,No,No,107,133,21,1951-2000,2594.00,47408.00,2024-05-31,2.60,0.21,2.39
"Norgårdsvägen 5",Öckerö,Öcker,Villa,Äganderätt,3,0,0,No,No,47,0,590,"Before 1900s",2594.00,42278.00,2024-05-31,2.45,0.30,2.15
"Brattbergsvägen 23",Brattberget,Arbog,Villa,Äganderätt,6,0,0,No,No,147,0,42,1951-2000,2594.00,41025.00,2024-05-31,2.28,0.43,1.85
"Höstvägen 3",Skutskär,Älvkarleb,Villa,Äganderätt,4,0,0,No,No,120,833,83,1951-2000,2594.00,55725.00,2024-05-31,1.05,0.00,1.05
"Erstaviksvägen 41",Älta,Nack,Villa,Äganderätt,5,0,0,No,No,115,0,65,1900-1950,2594.00,36898.00,2024-05-31,7.00,1.74,5.26
"Mellområdane 2",Rådanefors,Färgeland,Villa,Äganderätt,2,0,0,No,No,48,0,46,1951-2000,2594.00,8952.00,2024-05-31,0.80,-0.20,0.99
"Östra Bangatan 7",Sjöbo,Sjöb,Villa,Äganderätt,5,0,0,No,No,199,0,36,1900-1950,2594.00,97724.00,2024-05-31,3.20,-0.25,3.44
"Stenhuggargatan 6",Berget,Pite,Villa,Äganderätt,4,0,0,No,No,98,0,55,1900-1950,2594.00,35848.00,2024-05-31,1.80,0.03,1.78
"Lunnagårdsvägen 18",AlvestaÖster,Alvest,Villa,Äganderätt,4,0,0,No,No,126,0,60,1900-1950,2594.00,14100.00,2024-05-31,1.20,-0.40,1.59
"Trollskogsvägen 47",VästraBalingsnäs,Hudding,Villa,Äganderätt,4,0,0,No,No,117,0,364,2001-2010,2594.00,36610.00,2024-05-31,6.00,-0.05,6.05
"Backgatan 40",Eldsberga,Halmstad,Villa,Äganderätt,6,0,0,No,No,147,836,63,1951-2000,2594.00,51214.00,2024-05-31,3.48,0.28,3.20
"Bagaregatan 108",StoraKärr,Hab,Villa,Äganderätt,6,0,0,No,No,86,681,86,1951-2000,2594.00,36129.00,2024-05-31,2.70,0.00,2.70
"Filipshyttan 703",Filipshyttan(straxutanförgarphyttan),Örebr,Villa,Äganderätt,3,0,0,No,No,72,0,12,1900-1950,2594.00,38410.00,2024-05-31,1.30,0.04,1.26
"Hagtornsgården 34",Häljarp,Landskron,Villa,Äganderätt,5,0,0,No,No,140,565,31,1951-2000,2594.00,39112.00,2024-05-31,3.50,-0.29,3.78
"Nyland 9",Vännäs,Vännä,Villa,Äganderätt,3,0,0,No,No,120,0,60,1900-1950,2594.00,22711.00,2024-05-31,1.70,0.12,1.58
"Hemsjövägen 97",Hemsjö,Alingså,Villa,Äganderätt,6,0,0,No,No,182,0,20,2001-2010,2594.00,20600.00,2024-05-31,5.95,-0.45,6.40
"Hedhusvägen 27",Skummeslövsstrand,Laholm,Villa,Äganderätt,5,0,0,No,No,105,662,25,2011-present,2594.00,32917.00,2024-05-31,4.70,0.01,4.69
"Bjälverud Forsmyra 1",Bjälverud,Arvik,Villa,Äganderätt,3,0,0,No,No,74,0,10,"Before 1900s",2594.00,39888.00,2024-05-31,1.60,-0.20,1.79
"Hämra 138",Sidensjö,Örnsköldsvik,Villa,Äganderätt,4,0,0,No,No,95,3,63,1900-1950,2594.00,36060.00,2024-05-31,0.90,-0.13,1.03
"Rostocksvägen 41",Skarpäng,Täb,Villa,Äganderätt,6,0,0,No,No,164,866,14,1951-2000,2594.00,63305.00,2024-05-31,9.95,0.05,9.90
"Hasseluddsvägen 143",Hasseludden,Nack,Villa,Äganderätt,5,0,0,No,No,140,514,10,1900-1950,2594.00,73546.00,2024-05-31,18.00,0.50,17.50
"Klippvägen 7",Träslövsläge,Varberg,Villa,Äganderätt,5,0,0,No,No,142,975,60,1900-1950,2594.00,31582.00,2024-05-31,7.50,0.75,6.75
"Dahlénvägen 10",Olofström,Olofström,Villa,Äganderätt,6,0,0,No,No,111,749,110,1951-2000,2594.00,33087.00,2024-05-31,0.80,0.06,0.74
"Hökvägen 23",Skanör,Velling,Villa,Äganderätt,8,0,0,No,No,235,0,15,1951-2000,2594.00,17500.00,2024-05-31,7.50,-0.10,7.59
"Åberget 130",Ytterby,Kungälv,Villa,Äganderätt,7,0,0,No,No,138,2,54,1900-1950,2594.00,24067.00,2024-05-31,5.50,0.26,5.24
"Bäckamansgatan 1",Miatorp,Helsingborg,Villa,Äganderätt,7,0,0,No,No,166,870,58,1900-1950,2594.00,31956.00,2024-05-31,5.00,-0.15,5.14
"Sillaröd 335",Sillaröd,Tomelill,Villa,Äganderätt,9,0,0,No,No,250,0,95,1900-1950,2594.00,70550.00,2024-05-31,6.80,-1.20,8.00
"Arvidsbo 201",Tierp,Tierp,Villa,Äganderätt,4,0,0,No,No,60,0,4,1900-1950,2594.00,33303.00,2024-05-31,0.88,-0.05,0.93
"Sköldvägen 25",Skälby,Järfäll,Villa,Äganderätt,6,0,0,No,No,169,769,31,1951-2000,2594.00,40573.00,2024-05-31,7.49,0.01,7.48
"Astrakanvägen 16",Bankekind,Linköping,Villa,Äganderätt,4,0,0,No,No,90,862,131,1951-2000,2594.00,33368.00,2024-05-31,2.70,0.51,2.19
"Kerstinvägen 5C",Dalsjöfors,Borå,Villa,Äganderätt,5,0,0,No,No,79,538,79,1951-2000,2594.00,49347.00,2024-05-31,2.50,-0.20,2.69
