,House_Name,Location,Municipality,House_type,Release_form,Rooms,Floor,Total_no_Floors,Lift,Balcony,Living_area,Plot_area,Other_area,Built_on,Charge,Operating_cost,Sold_date,Starting_price,Price_Change,Final_Price
358,Jöns Rundbäcks plats 1,CentralaHisingen,Göteborg,Lägenhet,Bostadsrätt,1,4,6,Yes,No,39.0,0.0,0.0,2011-present,2970.0,4500.0,,1.85,-0.12,1.97
359,Glavagatan 9,FarstaStrand,Stockholm,Lägenhet,Bostadsrätt,2,3,5,Yes,Yes,62.0,0.0,0.0,1951-2000,4710.0,4200.0,,2.0,0.35,1.65
360,Fridensborgsvägen 165,Järvastaden,Soln,Lägenhet,Bostadsrätt,3,0,0,No,Yes,81.0,0.0,0.0,2011-present,2594.0,6360.0,,4.2,0.16,4.04
361,"Snickerigatan 12, våning 4",Telefonplan,Stockholm,Lägenhet,Bostadsrätt,2,4,5,Yes,Yes,57.0,0.0,0.0,2011-present,3896.0,5400.0,,3.75,0.0,3.75
362,Ormingeringen 73,VästraOrminge,Nack,Lägenhet,Bostadsrätt,1,1,3,Yes,Yes,37.0,0.0,0.0,1951-2000,3354.0,4212.0,,1.65,0.05,1.6
363,Götgatan 10A,FrämreLuthagen,Uppsal,Lägenhet,Bostadsrätt,4,2,5,Yes,Yes,97.0,0.0,0.0,1900-1950,5155.0,4056.0,,4.5,0.0,4.5
364,Esplanaden 6,Grossgärdet,Norrtälj,Lägenhet,Bostadsrätt,2,4,5,Yes,Yes,63.0,0.0,0.0,2011-present,5281.0,4522.0,,2.2,-0.1,2.3
365,Uddevallagatan 29,Bagaregården,Göteborg,Lägenhet,Bostadsrätt,3,1,4,No,No,81.0,0.0,0.0,1900-1950,4106.0,6360.0,,5.5,0.0,5.5
366,Johannesbäcksgatan 99,ÖstraSalabacke,Uppsal,Lägenhet,Bostadsrätt,2,3,8,Yes,Yes,48.0,0.0,0.0,2011-present,3355.0,6000.0,,1.75,-0.04,1.79
367,Måltemyrsvägen 15,Äsperöd,Uddevall,Lägenhet,Bostadsrätt,2,3,3,No,Yes,56.5,0.0,0.0,1951-2000,3545.0,6360.0,,1.15,-0.1,1.25
368,Karlsgatan 11C,Centrum,Västerå,Lägenhet,Bostadsrätt,1,2,2,No,No,45.2,0.0,0.0,1900-1950,4224.0,4800.0,,0.9,0.0,0.9
369,Kasinogatan 5,Lugnet,Malm,Lägenhet,Bostadsrätt,3,3,4,Yes,Yes,78.5,0.0,0.0,2011-present,3240.0,6360.0,,2.6,-0.15,2.74
370,Karlstorpsvägen 108,Karlstorp,Trollhättan,Lägenhet,Bostadsrätt,3,4,6,Yes,Yes,81.5,0.0,0.0,1951-2000,4397.0,6000.0,,1.35,-0.15,1.5
371,Gustavsgatan 54,CentraltVäster,Örebr,Lägenhet,Bostadsrätt,2,1,3,No,Yes,66.5,0.0,0.0,2011-present,2594.0,6360.0,,1.25,0.0,1.25
372,Bergdalen 9,CentralaSundbyberg,Sundbyberg,Lägenhet,Bostadsrätt,4,2,8,Yes,Yes,102.0,0.0,0.0,2001-2010,6645.0,6360.0,,5.3,0.39,4.91
373,Luftskeppsgatan 2,Skarpnäck,Stockholm,Lägenhet,Bostadsrätt,2,1,3,Yes,Yes,65.0,0.0,0.0,1951-2000,4720.0,4980.0,,1.95,0.12,1.83
374,Engelbrektsgatan 76,CentraltÖster,Örebr,Lägenhet,Bostadsrätt,3,6,10,Yes,Yes,66.0,0.0,0.0,1951-2000,2897.0,6360.0,,1.9,0.11,1.79
375,Siriusgatan 5A,Norelund,Säffl,Lägenhet,Bostadsrätt,2,1,3,No,Yes,66.0,0.0,0.0,1951-2000,5413.0,6000.0,,0.12,0.0,0.12
376,Rådmansgatan 23A,Rådmansvången,Malm,Lägenhet,Bostadsrätt,2,4,4,Yes,No,41.0,0.0,0.0,1900-1950,4003.0,6360.0,,1.7,-0.1,1.79
377,Vintergatan 1,CentralaSundbyberg,Sundbyberg,Lägenhet,Bostadsrätt,2,3,6,Yes,Yes,43.0,0.0,0.0,2011-present,2766.0,6360.0,,3.3,0.06,3.24
378,Dalagatan 68A,Vasastan,Stockholm,Lägenhet,Andelibostadsförening,2,3,5,No,Yes,66.0,0.0,0.0,Before 1900s,3759.0,8800.0,,6.95,0.55,6.4
379,Infanterigatan 15,VästraSkogen,Soln,Lägenhet,Bostadsrätt,1,9,9,Yes,No,44.5,0.0,0.0,1951-2000,2572.0,6360.0,,2.4,0.04,2.36
380,"Tollare kaj 4, 7/8tr",Tollare,Nack,Lägenhet,Bostadsrätt,3,7,8,Yes,Yes,87.0,0.0,0.0,2011-present,5041.0,3000.0,,4.88,-0.08,4.95
381,Långholmsgatan 9C,Hornstull,Stockholm,Lägenhet,Bostadsrätt,2,2,0,Yes,Yes,56.0,0.0,0.0,1900-1950,4272.0,9186.0,,4.95,0.15,4.8
382,Nordhemsgatan 30,Linné,Göteborg,Lägenhet,Bostadsrätt,3,2,4,No,Yes,87.0,0.0,0.0,Before 1900s,5768.0,4500.0,,5.5,0.16,5.34
383,Sockenvägen 369,GamlaEnskede,Stockholm,Lägenhet,Bostadsrätt,2,3,3,No,Yes,40.0,0.0,0.0,1900-1950,2398.0,4200.0,,2.5,0.14,2.36
384,Trädgårdsvägen 24,Runby,UpplandsVäsb,Lägenhet,Bostadsrätt,3,2,3,No,Yes,74.0,0.0,0.0,1951-2000,2666.0,5760.0,,2.2,-0.02,2.21
385,"Vulcanusgatan 9, 5 tr",VasastanAtlas,Stockholm,Lägenhet,Bostadsrätt,1,5,6,Yes,Yes,23.0,0.0,0.0,1900-1950,1906.0,6360.0,,2.75,0.32,2.43
386,Lergöksgatan 13,VästraFrölunda,Göteborg,Lägenhet,Bostadsrätt,2,3,3,Yes,Yes,57.0,0.0,0.0,2011-present,4376.0,2700.0,,2.2,-0.05,2.24
387,Fridensborgsvägen 159,Järvastaden,Soln,Lägenhet,Bostadsrätt,2,2,0,Yes,Yes,53.5,0.0,0.0,2011-present,3320.0,6360.0,,3.0,0.08,2.92
388,Bjulevägen 61,Stureby,Stockholm,Lägenhet,Bostadsrätt,2,1,3,No,Yes,48.0,0.0,0.0,1900-1950,3309.0,4300.0,,2.4,0.21,2.19
389,Vasavägen 11,KatrineholmCentralt,Katrineholm,Lägenhet,Bostadsrätt,3,4,4,Yes,No,85.0,0.0,0.0,1951-2000,4992.0,1080.0,,1.3,-0.12,1.41
390,Mandolingatan 3,Ruddalen,Göteborg,Lägenhet,Bostadsrätt,3,8,12,Yes,Yes,68.0,0.0,0.0,1951-2000,3265.0,6360.0,,2.4,0.0,2.4
391,Midsommarparken 5A,Midsommarkransen,Stockholm,Lägenhet,Bostadsrätt,3,1,4,No,No,70.0,0.0,0.0,1900-1950,5182.0,6360.0,,5.0,0.43,4.57
392,Pildammsvägen 8C,Rådmansvången,Malm,Lägenhet,Bostadsrätt,2,4,7,Yes,Yes,52.0,0.0,0.0,2011-present,4294.0,5037.0,,3.0,-0.05,3.04
393,Haga parkgata 17A,Haga,Västerå,Lägenhet,Bostadsrätt,2,1,3,No,Yes,55.0,0.0,0.0,1900-1950,3678.0,3600.0,,0.9,0.13,0.77
394,Aschebergsgatan 32,Vasastaden,Göteborg,Lägenhet,Bostadsrätt,2,3,6,Yes,Yes,71.0,0.0,0.0,1900-1950,3269.0,4600.0,,4.78,0.62,4.16
395,Gökgatan 6B,Kinna,Mark,Lägenhet,Bostadsrätt,1,1,3,No,No,25.5,0.0,0.0,1951-2000,1543.0,5460.0,,0.6,-0.05,0.64
396,"Vinodlargatan 8, 4 tr!",Liljeholmskajen,Stockholm,Lägenhet,Bostadsrätt,2,4,7,Yes,Yes,62.5,0.0,0.0,2001-2010,4239.0,5500.0,,5.0,0.23,4.77
397,Hjortmossegatan 143,Hjortmossen,Trollhättan,Lägenhet,Bostadsrätt,2,3,3,No,Yes,55.0,0.0,0.0,1951-2000,3590.0,3600.0,,1.0,0.01,0.99
398,Bellevuevägen 4C,Slottsstaden/Dammfri,Malm,Lägenhet,Bostadsrätt,2,1,3,No,Yes,53.5,0.0,0.0,1900-1950,3497.0,2640.0,,1.75,0.0,1.75
399,Smedsgatan 3B,Centralt,Sandviken,Lägenhet,Bostadsrätt,3,1,3,No,Yes,69.9,0.0,0.0,1951-2000,4248.0,3489.0,,1.0,-0.2,1.19
400,Hildebergsvägen 28,Liljeholmskajen,Stockholm,Lägenhet,Bostadsrätt,3,2,4,Yes,Yes,80.0,0.0,0.0,2001-2010,5036.0,9000.0,,5.4,0.21,5.19
401,Kruthornsvägen 62A,Edsberg,Sollentun,Lägenhet,Bostadsrätt,4,6,7,Yes,Yes,87.0,0.0,0.0,1951-2000,6179.0,7500.0,,2.55,0.25,2.3
402,Magnus Ladulåsgatan 35,Södermalm,Stockholm,Lägenhet,Bostadsrätt,2,6,6,Yes,No,51.0,0.0,0.0,1951-2000,2418.0,7560.0,,4.1,0.36,3.74
403,Wingårdsgatan 9A,Kålltorp,Göteborg,Lägenhet,Bostadsrätt,2,4,4,No,No,35.2,0.0,0.0,1900-1950,2443.0,3600.0,,2.28,-0.04,2.32
404,Spejaregatan 25,Bågen,Skar,Lägenhet,Bostadsrätt,3,1,3,No,Yes,67.0,0.0,0.0,1951-2000,3910.0,5800.0,,0.45,-0.03,0.47
405,Segevångsgatan 15A,Segevång,Malm,Lägenhet,Bostadsrätt,4,2,4,No,Yes,82.5,0.0,0.0,1951-2000,5413.0,6360.0,,1.65,-0.05,1.7
406,"Sveavägen 134, 3 tr - Gårdsläge",Vasastan,Stockholm,Lägenhet,Bostadsrätt,2,3,5,Yes,Yes,39.1,0.0,0.0,1900-1950,2687.0,4548.0,,3.85,0.65,3.2
407,Martallsgatan 125,ÖstraVi,Gotland,Lägenhet,Bostadsrätt,2,1,2,No,No,63.0,0.0,0.0,1951-2000,3757.0,8448.0,,1.85,0.23,1.63
408,"Svartviksslingan 94, vån 7/7",Minneberg,Stockholm,Lägenhet,Bostadsrätt,2,7,7,Yes,Yes,63.5,0.0,0.0,1951-2000,4201.0,6600.0,,4.0,0.36,3.64
409,Trelleborgsgatan 1A,Folketspark,Malm,Lägenhet,Bostadsrätt,2,2,4,No,Yes,64.0,0.0,0.0,1900-1950,3979.0,5640.0,,2.2,0.0,2.2
410,Stenkvistavägen 1,Söder,Eskilstun,Lägenhet,Bostadsrätt,3,4,8,Yes,Yes,71.5,0.0,0.0,1951-2000,3601.0,5000.0,,1.6,0.16,1.44
411,Rindögatan 4 - 6 tr,Östermalm/Gärdet,Stockholm,Lägenhet,Bostadsrätt,1,6,7,Yes,Yes,23.0,0.0,0.0,1900-1950,1931.0,5892.0,,2.5,0.16,2.34
412,Börjegatan 42A,Luthagen,Uppsal,Lägenhet,Bostadsrätt,3,3,3,No,Yes,67.1,0.0,0.0,1900-1950,3694.0,6660.0,,2.5,0.27,2.23
413,Jumkilsgatan 14A,Luthagen,Uppsal,Lägenhet,Bostadsrätt,3,2,3,No,Yes,70.8,0.0,0.0,1951-2000,2902.0,6600.0,,2.8,0.21,2.59
414,Fröjavägen 12 A,Frösön,Östersund,Lägenhet,Bostadsrätt,3,4,4,No,Yes,68.5,0.0,0.0,1951-2000,4479.0,7328.0,,1.6,-0.1,1.69
415,"Solgatan 8, vån 7",Rudviken,Soln,Lägenhet,Bostadsrätt,2,7,0,Yes,Yes,58.0,0.0,0.0,2011-present,3952.0,6360.0,,3.2,0.11,3.09
416,Hovsgatan 14B,Centrum,Växj,Lägenhet,Bostadsrätt,4,3,3,No,Yes,104.0,0.0,0.0,2011-present,4120.0,6360.0,,3.2,-0.15,3.34
417,Norrlandsgatan 44 A,Luthagen,Uppsal,Lägenhet,Bostadsrätt,2,2,0,No,Yes,57.5,0.0,0.0,1951-2000,3932.0,5352.0,,2.0,0.01,1.99
418,John bergs plan 4,Kungsholmen,Stockholm,Lägenhet,Bostadsrätt,2,2,6,Yes,Yes,53.0,0.0,0.0,2011-present,4632.0,6360.0,,3.98,0.6,3.38
419,Stora gatan 1D,Östermalm,Västerå,Lägenhet,Bostadsrätt,3,3,6,Yes,Yes,95.0,0.0,0.0,2001-2010,6425.0,7080.0,,3.1,0.21,2.89
420,Hagagatan 8C,Haga,Karlstad,Lägenhet,Bostadsrätt,3,3,3,No,No,74.0,0.0,0.0,1900-1950,5032.0,10319.0,,1.68,-0.06,1.74
421,Ekholmsvägen 64B,Ekholmen,Linköping,Lägenhet,Bostadsrätt,3,2,3,No,Yes,71.5,0.0,0.0,1951-2000,3781.0,1080.0,,1.1,0.08,1.02
422,Trappgränd 3,Råsunda,Soln,Lägenhet,Bostadsrätt,1,2,4,No,No,33.0,0.0,0.0,1900-1950,2010.0,6000.0,,2.0,0.38,1.62
423,Stenströmsgatan 7A,Kålltorp,Göteborg,Lägenhet,Bostadsrätt,2,2,2,No,Yes,53.0,0.0,0.0,2011-present,2594.0,6360.0,,3.0,0.06,2.94
424,Knotavägen 1,Västerås,Västerå,Lägenhet,Bostadsrätt,4,4,4,Yes,Yes,106.5,0.0,0.0,1951-2000,6536.0,7800.0,,1.05,-0.09,1.14
425,Mjölnerbacken 71,Rissne/Sundbyberg,Sundbyberg,Lägenhet,Bostadsrätt,2,2,0,Yes,Yes,63.4,0.0,0.0,1951-2000,3159.0,6360.0,,2.2,0.14,2.06
426,Stationsvägen 17,RönningeCentrum,Salem,Lägenhet,Bostadsrätt,2,0,0,No,Yes,64.0,0.0,0.0,2011-present,4812.0,6360.0,,2.1,0.0,2.1
427,Drivbänksvägen 13A,HässelbyNorraVillastad,Stockholm,Lägenhet,Bostadsrätt,2,3,3,Yes,Yes,46.0,0.0,0.0,2011-present,3330.0,3900.0,,1.95,-0.05,2.0
428,Herculesgatan 2,Barkarbystaden,Järfäll,Lägenhet,Bostadsrätt,5,1,5,Yes,Yes,93.0,0.0,0.0,2011-present,6328.0,6360.0,,4.1,-0.1,4.19
429,Brändströmsgatan 18A,Centralt/Väster,Gävl,Lägenhet,Bostadsrätt,2,3,3,No,Yes,47.0,0.0,0.0,1900-1950,3621.0,6984.0,,1.3,0.0,1.3
430,S:t Persgatan 37,Centralt,Norrköping,Lägenhet,Bostadsrätt,4,3,6,Yes,Yes,94.0,0.0,0.0,1951-2000,6465.0,3000.0,,1.9,-0.06,1.95
431,Rurik Holms väg 11A,Floda,Lerum,Lägenhet,Bostadsrätt,3,3,5,Yes,Yes,70.0,0.0,0.0,2011-present,4489.0,6360.0,,2.6,-0.05,2.64
432,Oktobervägen 3,Sundsbruk,Sundsvall,Lägenhet,Bostadsrätt,5,1,0,No,Yes,115.5,0.0,0.0,1951-2000,5900.0,17880.0,,1.5,-0.13,1.63
433,Norra Kyrkogatan 1A,Tingvallastaden,Karlstad,Lägenhet,Bostadsrätt,3,1,5,Yes,Yes,85.0,0.0,0.0,2011-present,5598.0,6504.0,,2.6,-0.05,2.64
434,Margit Sahlins gata 1,Kapellgärdet,Uppsal,Lägenhet,Bostadsrätt,3,2,0,Yes,Yes,72.0,0.0,0.0,2011-present,4125.0,7596.0,,3.0,0.06,2.94
435,Östra Holmgatan 4,Kålgården,Jönköping,Lägenhet,Bostadsrätt,3,2,5,Yes,Yes,68.0,0.0,0.0,2011-present,4394.0,4200.0,,2.75,-0.1,2.85
436,Karlaplan 21C,Östermalm,Stockholm,Lägenhet,Bostadsrätt,3,0,0,Yes,Yes,70.0,0.0,0.0,1951-2000,3291.0,6360.0,,8.6,-0.35,8.95
437,Blåeldsbågen 43A,Sturefors,Linköping,Lägenhet,Bostadsrätt,3,0,0,No,Yes,69.0,0.0,0.0,2011-present,2594.0,6360.0,,1.6,-0.1,1.69
438,Odenskogsvägen 54,Odenskog,Östersund,Lägenhet,Bostadsrätt,4,4,4,Yes,Yes,93.0,0.0,0.0,1951-2000,4698.0,6360.0,,1.55,0.0,1.55
439,Skridskovägen 7,Västertorp/Hägerstensåsen,Stockholm,Lägenhet,Bostadsrätt,2,5,5,Yes,Yes,43.0,0.0,0.0,1900-1950,3308.0,6360.0,,2.5,0.61,1.89
440,"Ludvigsbergsgatan 1, 4tr",Maria,Stockholm,Lägenhet,Bostadsrätt,4,4,0,Yes,Yes,106.0,0.0,0.0,1951-2000,4076.0,5237.0,,8.75,0.45,8.3
441,Konstapelgränd 30,Körfältet,Östersund,Lägenhet,Bostadsrätt,1,0,2,No,Yes,45.0,0.0,0.0,1951-2000,2820.0,6322.0,,0.75,0.05,0.7
442,Norrgården 22,Norrgården,Vallentun,Lägenhet,Bostadsrätt,4,2,3,No,Yes,96.5,0.0,0.0,1951-2000,6647.0,3600.0,,2.4,0.01,2.39
443,Musikgränd 3C,Vallastaden,Linköping,Lägenhet,Bostadsrätt,1,3,4,Yes,Yes,20.0,0.0,0.0,2011-present,1820.0,4440.0,,1.3,-0.05,1.34
444,Jenny Nyströms gata 10,Fruängen,Stockholm,Lägenhet,Bostadsrätt,2,1,2,No,Yes,65.5,0.0,0.0,1951-2000,5401.0,7728.0,,2.2,-0.2,2.4
445,Edövägen 7I,VästraOrminge,Nack,Lägenhet,Bostadsrätt,1,5,6,Yes,Yes,29.0,0.0,0.0,2011-present,2594.0,6360.0,,1.85,-0.06,1.91
446,Eskadervägen 48,NäsbyPark,Täb,Lägenhet,Bostadsrätt,3,5,8,Yes,Yes,75.0,0.0,0.0,1951-2000,4013.0,6360.0,,3.5,0.11,3.39
447,Norra Fjädermolnsgatan 23,Länsmansgården,Göteborg,Lägenhet,Bostadsrätt,3,4,5,Yes,Yes,65.0,0.0,0.0,2011-present,6049.0,5208.0,,2.15,0.0,2.15
448,Årstaskogs Väg 9A,Liljeholmen/Årstaberg,Stockholm,Lägenhet,Bostadsrätt,3,0,16,Yes,Yes,73.0,0.0,0.0,2011-present,4548.0,7116.0,,5.28,0.03,5.25
449,Österled 1A,Centralt,Arbog,Lägenhet,Bostadsrätt,1,1,3,No,Yes,38.0,0.0,0.0,1900-1950,3037.0,5220.0,,0.14,-0.01,0.15
450,Maskinistvägen 7,BolinderStrand,Järfäll,Lägenhet,Bostadsrätt,4,1,0,Yes,Yes,88.0,0.0,0.0,2011-present,5105.0,15660.0,,3.5,-0.17,3.67
451,Sockertoppen 5,ÖstraStaffasntorp,Staffanstorp,Lägenhet,Bostadsrätt,4,1,2,No,Yes,90.0,0.0,0.0,1951-2000,5711.0,6360.0,,1.9,0.0,1.9
452,Kung Karls väg 7 C,Kungahusen,Trelleborg,Lägenhet,Bostadsrätt,3,1,3,No,Yes,82.0,0.0,0.0,1951-2000,6297.0,1944.0,,1.3,-0.12,1.42
453,Magasinsgatan 14B,Centralt,Fal,Lägenhet,Bostadsrätt,2,1,0,No,Yes,41.0,0.0,0.0,1900-1950,2465.0,6360.0,,1.35,-0.04,1.39
454,Kastalagatan 2,Kungälv,Kungälv,Lägenhet,Bostadsrätt,4,3,3,No,Yes,95.0,0.0,0.0,1951-2000,7691.0,7440.0,,2.3,-0.1,2.39
455,"Parkvägen 17, Vån 2",Råsunda,Soln,Lägenhet,Bostadsrätt,2,2,3,No,Yes,42.0,0.0,0.0,1900-1950,2286.0,6360.0,,3.0,0.16,2.84
456,Dragonvägen 37,CentralaVäsby,UpplandsVäsb,Lägenhet,Bostadsrätt,2,1,4,Yes,Yes,62.0,0.0,0.0,2001-2010,4905.0,3600.0,,1.9,0.0,1.9
457,Ålstensgatan 24,Ålsten,Stockholm,Lägenhet,Bostadsrätt,3,3,3,No,Yes,81.0,0.0,0.0,1900-1950,5400.0,6360.0,,9.0,-0.19,9.19
458,Tulegatan 2A,CentralaSundbyberg,Sundbyberg,Lägenhet,Bostadsrätt,2,2,0,No,Yes,74.0,0.0,0.0,1900-1950,3947.0,6360.0,,4.0,-0.05,4.05
459,Pilvägen 54,Helenelundscentrum,Sollentun,Lägenhet,Bostadsrätt,3,1,2,No,Yes,77.7,0.0,0.0,1951-2000,5337.0,6360.0,,2.8,0.0,2.8
460,"Piruettvägen 4, vån 5",Hägerstensåsen,Stockholm,Lägenhet,Bostadsrätt,2,5,11,Yes,Yes,63.0,0.0,0.0,2001-2010,4330.0,4200.0,,3.5,0.11,3.39
461,S:t Göransgatan 22,Fålhagen,Uppsal,Lägenhet,Bostadsrätt,2,2,0,No,No,51.5,0.0,0.0,1900-1950,3450.0,6360.0,,1.7,0.17,1.53
462,Roskildevägen 13A,Pildammarna,Malm,Lägenhet,Bostadsrätt,5,1,5,Yes,Yes,140.0,0.0,0.0,1900-1950,6478.0,11400.0,,5.0,0.11,4.89
463,Östra Finnbodavägen 35,Saltsjöqvarn,Nack,Lägenhet,Bostadsrätt,3,1,5,Yes,Yes,77.0,0.0,0.0,2011-present,6113.0,9360.0,,7.9,0.11,7.79
464,Multrågatan 126,VällingbyRåcksta,Stockholm,Lägenhet,Bostadsrätt,4,3,3,No,Yes,90.0,0.0,0.0,1951-2000,7338.0,6700.0,,2.4,0.01,2.39
465,Lindholmsallén 28A,Lindholmen,Göteborg,Lägenhet,Bostadsrätt,2,4,7,Yes,Yes,63.0,0.0,0.0,2011-present,3680.0,7368.0,,3.7,0.06,3.64
466,Dalagatan 54,Vasastan,Stockholm,Lägenhet,Andelibostadsförening,4,3,5,Yes,Yes,111.0,0.0,0.0,1900-1950,5401.0,14200.0,,14.4,-0.5,14.9
467,Selma Lagerlöfs gata 5,Vallastaden,Linköping,Lägenhet,Bostadsrätt,2,4,0,Yes,Yes,60.0,0.0,0.0,2011-present,3584.0,10968.0,,2.2,-0.05,2.24
468,Norra Vägen 32,Halmstadcentrum,Halmstad,Lägenhet,Bostadsrätt,1,2,3,No,No,30.0,0.0,0.0,1951-2000,1875.0,6360.0,,1.3,0.0,1.3
469,"Disponentgatan 4, 4tr",LillaEssingen,Stockholm,Lägenhet,Bostadsrätt,3,4,5,Yes,Yes,65.0,0.0,0.0,1900-1950,4823.0,7500.0,,5.5,0.11,5.39
470,Råstensgatan 12,CentralaSundbyberg,Sundbyberg,Lägenhet,Bostadsrätt,2,1,0,Yes,Yes,46.0,0.0,0.0,1900-1950,3960.0,6360.0,,3.0,0.12,2.88
471,Östra stallmästaregatan 10,Slottsstaden,Malm,Lägenhet,Bostadsrätt,3,3,4,No,No,70.0,0.0,0.0,1900-1950,5276.0,6360.0,,2.9,-0.05,2.94
472,Båstadsgatan 18A,Nobeltorget,Malm,Lägenhet,Bostadsrätt,1,1,4,No,No,22.0,0.0,0.0,1951-2000,1413.0,3900.0,,0.5,0.27,0.23
473,"Norrbackagatan 25B, vån 1",Vasastan,Stockholm,Lägenhet,Bostadsrätt,3,1,0,Yes,No,60.0,0.0,0.0,1900-1950,4076.0,6360.0,,6.0,-0.5,6.5
474,Esplanaden 2,Centralt,Norrtälj,Lägenhet,Bostadsrätt,3,3,6,Yes,Yes,82.0,0.0,0.0,2011-present,6349.0,7000.0,,3.3,0.05,3.25
475,Skälderviksplan 11,Årsta,Stockholm,Lägenhet,Bostadsrätt,3,2,0,Yes,Yes,69.0,0.0,0.0,2011-present,7200.0,6360.0,,3.5,0.66,2.84
476,Brännkyrkagatan 48,Södermalm,Stockholm,Lägenhet,Bostadsrätt,4,3,5,No,No,110.0,0.0,0.0,Before 1900s,5784.0,13360.0,,10.6,0.91,9.69
477,Terapivägen 18E,Flemingsberg,Hudding,Lägenhet,Bostadsrätt,2,1,0,Yes,Yes,37.0,0.0,0.0,1951-2000,2788.0,6000.0,,1.5,0.03,1.47
478,Atles gata 5,Hyllie,Malm,Lägenhet,Bostadsrätt,3,5,5,Yes,Yes,75.0,0.0,0.0,2011-present,5423.0,5810.0,,3.5,0.02,3.48
479,"Primusgatan 62, 7tr",LillaEssingen,Stockholm,Lägenhet,Bostadsrätt,3,7,8,Yes,Yes,69.0,0.0,0.0,2001-2010,5118.0,7500.0,,5.8,-0.3,6.09
480,Tulegatan 58A,SundbybergCentrum,Sundbyberg,Lägenhet,Bostadsrätt,2,3,4,No,No,46.5,0.0,0.0,2011-present,2594.0,6360.0,,2.98,0.0,2.98
481,Östra Banvägen 76,RoslagsNäsby,Täb,Lägenhet,Bostadsrätt,1,2,0,Yes,Yes,35.9,0.0,0.0,2001-2010,2783.0,6360.0,,2.1,0.0,2.1
482,Krongårdsringen 3,Örnäset,Lule,Lägenhet,Bostadsrätt,3,4,6,Yes,Yes,73.5,0.0,0.0,1951-2000,4338.0,6360.0,,1.2,0.11,1.09
483,Skärvstensgatan 52,Mariehöjd,Ume,Lägenhet,Bostadsrätt,2,3,7,Yes,Yes,48.0,0.0,0.0,2011-present,3176.0,6360.0,,1.7,0.06,1.64
484,Donationsgatan 31B,Stattena,Helsingborg,Lägenhet,Bostadsrätt,3,2,4,No,Yes,74.0,0.0,0.0,1951-2000,3963.0,6600.0,,2.35,-0.13,2.48
485,Uggleberget 24,Hovås,Göteborg,Lägenhet,Bostadsrätt,3,5,7,Yes,Yes,81.0,0.0,0.0,2011-present,5072.0,6360.0,,5.15,-0.15,5.3
486,Smedvägen 20,Kallhäll,Järfäll,Lägenhet,Bostadsrätt,2,3,3,No,Yes,56.0,0.0,0.0,1951-2000,3868.0,1586.0,,1.99,0.11,1.88
487,Viktor sjöströms väg 8,GamlaFilmstaden,Soln,Lägenhet,Bostadsrätt,2,1,0,Yes,Yes,66.0,0.0,0.0,2001-2010,4220.0,6360.0,,4.0,0.11,3.89
488,"Årstaskogs väg 9B, 7tr",Liljeholmen/Liljeholmskajen/Årstaberg,Stockholm,Lägenhet,Bostadsrätt,4,7,16,Yes,Yes,84.0,0.0,0.0,2011-present,5700.0,6000.0,,5.5,0.0,5.5
489,Roslagsgatan 15,Vasastan,Stockholm,Lägenhet,Bostadsrätt,3,1,5,Yes,Yes,101.0,0.0,0.0,1900-1950,4766.0,11300.0,,11.5,0.45,11.05
490,Lotterivägen 41,Hägerstensåsen,Stockholm,Lägenhet,Bostadsrätt,3,3,3,No,Yes,67.0,0.0,0.0,1900-1950,4607.0,5500.0,,5.2,0.15,5.05
491,Karlbergsvägen 84A,Vasastan,Stockholm,Lägenhet,Bostadsrätt,2,2,0,No,Yes,63.0,0.0,0.0,1900-1950,4530.0,7200.0,,7.2,0.2,7.0
492,Gustaf Dalénsgatan 5C,Kvillebäcken,Göteborg,Lägenhet,Bostadsrätt,3,1,6,Yes,Yes,81.0,0.0,0.0,2011-present,4397.0,6000.0,,3.4,0.01,3.39
493,Sjupundsgatan 35,Högsbo,Göteborg,Lägenhet,Bostadsrätt,2,9,10,Yes,Yes,52.0,0.0,0.0,2011-present,3401.0,6010.0,,2.55,0.03,2.53
494,Bergsundsgatan 12,Södermalm,Stockholm,Lägenhet,Bostadsrätt,1,0,0,No,Yes,25.1,0.0,0.0,2011-present,5300.0,6360.0,,2.8,0.66,2.14
495,Brahegatan 40,Östermalm,Stockholm,Lägenhet,Bostadsrätt,1,1,6,Yes,No,36.0,0.0,0.0,Before 1900s,2756.0,4800.0,,3.48,0.43,3.05
496,Norrtullsgatan 63,Vasastan,Stockholm,Lägenhet,Bostadsrätt,2,6,6,Yes,Yes,32.0,0.0,0.0,1900-1950,1722.0,4750.0,,3.4,0.61,2.79
497,"Gröndalsvägen 27, vån 4",Gröndal,Stockholm,Lägenhet,Bostadsrätt,3,4,4,Yes,Yes,66.0,0.0,0.0,1900-1950,3653.0,6360.0,,5.5,1.51,3.99
498,Furugatan 150,ÖstraVi,Gotland,Lägenhet,Bostadsrätt,2,1,2,No,Yes,65.0,0.0,0.0,1951-2000,3841.0,7548.0,,2.0,0.06,1.94
499,Haga Parkgata 7b,Haga,Västerå,Lägenhet,Bostadsrätt,1,1,3,Yes,Yes,36.0,0.0,0.0,1900-1950,3336.0,4200.0,,0.7,-0.02,0.72
